INFO 2025-06-05 20:06:01,384 autoreload Watching for file changes with StatReloader
DEBUG 2025-06-05 20:06:04,234 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0009_periodictask_headers.py first seen with mtime 1746895876.4606588
DEBUG 2025-06-05 20:06:04,234 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py first seen with mtime 1744117396.7909558
DEBUG 2025-06-05 20:06:04,241 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py first seen with mtime 1744117396.589275
DEBUG 2025-06-05 20:06:04,247 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0004_auto_20170221_0000.py first seen with mtime 1746895876.4550903
DEBUG 2025-06-05 20:06:04,250 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0012_periodictask_expire_seconds.py first seen with mtime 1746895876.4638126
DEBUG 2025-06-05 20:06:04,252 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0007_auto_20180521_0826.py first seen with mtime 1746895876.4596286
DEBUG 2025-06-05 20:06:04,252 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0005_add_solarschedule_events_choices.py first seen with mtime 1746895876.4561067
DEBUG 2025-06-05 20:06:07,557 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\views.py previous mtime: 1749135060.7416627, current mtime: 1749135966.4476242
DEBUG 2025-06-05 20:06:07,557 autoreload C:\Users\WW5\PycharmProjects\DrHvost\clinic\views.py notified as changed. Signal results: [(<function template_changed at 0x000001F52E9E1B20>, None), (<function translation_file_changed at 0x000001F5312258A0>, None)].
INFO 2025-06-05 20:06:07,557 autoreload C:\Users\WW5\PycharmProjects\DrHvost\clinic\views.py changed, reloading.
INFO 2025-06-05 20:06:09,128 autoreload Watching for file changes with StatReloader
DEBUG 2025-06-05 20:06:09,135 autoreload Waiting for apps ready_event.
DEBUG 2025-06-05 20:06:09,165 autoreload Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2025-06-05 20:06:09,241 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates with glob **/*.
DEBUG 2025-06-05 20:06:09,241 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\templates with glob **/*.
DEBUG 2025-06-05 20:06:09,244 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates with glob **/*.
DEBUG 2025-06-05 20:06:09,246 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\locale with glob **/*.mo.
DEBUG 2025-06-05 20:06:09,247 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\booking\locale with glob **/*.mo.
DEBUG 2025-06-05 20:06:09,247 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\clinic\locale with glob **/*.mo.
DEBUG 2025-06-05 20:06:09,247 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale with glob **/*.mo.
DEBUG 2025-06-05 20:06:09,247 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale with glob **/*.mo.
DEBUG 2025-06-05 20:06:09,426 utils (0.016) 
            SELECT
                c.relname,
                CASE
                    WHEN c.relispartition THEN 'p'
                    WHEN c.relkind IN ('m', 'v') THEN 'v'
                    ELSE 't'
                END,
                obj_description(c.oid, 'pg_class')
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None; alias=default
DEBUG 2025-06-05 20:06:09,435 utils (0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
DEBUG 2025-06-05 20:06:09,700 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\kombu\utils\url.py first seen with mtime 1746756100.4086816
DEBUG 2025-06-05 20:06:09,700 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\checks\messages.py first seen with mtime 1744117398.480884
DEBUG 2025-06-05 20:06:09,702 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\asyncio\queues.py first seen with mtime 1696831133.3444118
DEBUG 2025-06-05 20:06:09,702 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\apps.py first seen with mtime 1744119869.429458
DEBUG 2025-06-05 20:06:09,702 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\numberformat.py first seen with mtime 1744117398.802551
DEBUG 2025-06-05 20:06:09,702 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\views\defaults.py first seen with mtime 1744117398.818585
DEBUG 2025-06-05 20:06:09,702 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\enum.py first seen with mtime 1712539002.59171
DEBUG 2025-06-05 20:06:09,704 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\kombu\utils\collections.py first seen with mtime 1746756100.3946245
DEBUG 2025-06-05 20:06:09,704 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\resources\_legacy.py first seen with mtime 1696831135.68401
DEBUG 2025-06-05 20:06:09,704 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\contenttypes\apps.py first seen with mtime 1744117396.5998511
DEBUG 2025-06-05 20:06:09,704 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\checks\security\__init__.py first seen with mtime 1744117398.4879599
DEBUG 2025-06-05 20:06:09,704 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\loaders\base.py first seen with mtime 1744117398.7557492
DEBUG 2025-06-05 20:06:09,704 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\views.py first seen with mtime 1744117396.3536348
DEBUG 2025-06-05 20:06:09,704 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\middleware\security.py first seen with mtime 1744117398.7377238
DEBUG 2025-06-05 20:06:09,704 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\paginator.py first seen with mtime 1744117398.4648445
DEBUG 2025-06-05 20:06:09,704 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\asyncio\subprocess.py first seen with mtime 1696831133.3582196
DEBUG 2025-06-05 20:06:09,704 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\hashers.py first seen with mtime 1744117396.3456802
DEBUG 2025-06-05 20:06:09,713 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\bisect.py first seen with mtime 1696831133.6198673
DEBUG 2025-06-05 20:06:09,713 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\models\sql\constants.py first seen with mtime 1744117398.639809
DEBUG 2025-06-05 20:06:09,714 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\views\generic\base.py first seen with mtime 1744117398.8297021
DEBUG 2025-06-05 20:06:09,714 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\dateutil\tz\win.py first seen with mtime 1746756100.020861
DEBUG 2025-06-05 20:06:09,714 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\platform.py first seen with mtime 1696831136.357966
DEBUG 2025-06-05 20:06:09,716 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\handlers\base.py first seen with mtime 1744117398.5036428
DEBUG 2025-06-05 20:06:09,716 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\email\utils.py first seen with mtime 1707467542.9623413
DEBUG 2025-06-05 20:06:09,716 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\html\parser.py first seen with mtime 1696831134.9060085
DEBUG 2025-06-05 20:06:09,718 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\models\expressions.py first seen with mtime 1744117398.6135437
DEBUG 2025-06-05 20:06:09,718 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\admin\views\autocomplete.py first seen with mtime 1744117396.1173933
DEBUG 2025-06-05 20:06:09,718 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\email\policy.py first seen with mtime 1707467542.9583392
DEBUG 2025-06-05 20:06:09,722 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\dateutil\_version.py first seen with mtime 1746756100.0057476
DEBUG 2025-06-05 20:06:09,722 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\DLLs\_socket.pyd first seen with mtime 1712539002.3659246
DEBUG 2025-06-05 20:06:09,722 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\models\functions\window.py first seen with mtime 1744117398.6368065
DEBUG 2025-06-05 20:06:09,724 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\asyncio\coroutines.py first seen with mtime 1696831133.3260663
DEBUG 2025-06-05 20:06:09,724 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\celery\local.py first seen with mtime 1746756100.865096
DEBUG 2025-06-05 20:06:09,724 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\deprecation.py first seen with mtime 1744117398.7900348
DEBUG 2025-06-05 20:06:09,724 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\sessions\exceptions.py first seen with mtime 1744117398.0106912
DEBUG 2025-06-05 20:06:09,724 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\DrHvost\__init__.py first seen with mtime 1746895792.8024952
DEBUG 2025-06-05 20:06:09,730 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\choices.py first seen with mtime 1744117398.7825453
DEBUG 2025-06-05 20:06:09,731 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\admin\templatetags\admin_modify.py first seen with mtime 1744117396.111844
DEBUG 2025-06-05 20:06:09,731 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\ipv6.py first seen with mtime 1744117398.7975507
DEBUG 2025-06-05 20:06:09,731 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\random.py first seen with mtime 1696831136.4160755
DEBUG 2025-06-05 20:06:09,731 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py first seen with mtime 1712539002.6407068
DEBUG 2025-06-05 20:06:09,734 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\files\storage\handler.py first seen with mtime 1744117398.499133
DEBUG 2025-06-05 20:06:09,734 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\tzdata\zoneinfo\Etc\__init__.py first seen with mtime 1744117393.7976072
DEBUG 2025-06-05 20:06:09,734 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\csv.py first seen with mtime 1696831133.720725
DEBUG 2025-06-05 20:06:09,734 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\dates.py first seen with mtime 1744117398.7880375
DEBUG 2025-06-05 20:06:09,737 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\urllib\request.py first seen with mtime 1712539044.1273186
DEBUG 2025-06-05 20:06:09,737 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\views\i18n.py first seen with mtime 1744117398.819585
DEBUG 2025-06-05 20:06:09,737 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\dateutil\relativedelta.py first seen with mtime 1746756100.0088308
DEBUG 2025-06-05 20:06:09,737 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\http\multipartparser.py first seen with mtime 1744117398.7285662
DEBUG 2025-06-05 20:06:09,737 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\json\encoder.py first seen with mtime 1712539002.7257812
DEBUG 2025-06-05 20:06:09,737 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\timezone_field\__init__.py first seen with mtime 1746895876.3861656
DEBUG 2025-06-05 20:06:09,737 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\forms.py first seen with mtime 1744117396.3446734
DEBUG 2025-06-05 20:06:09,737 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\billiard\compat.py first seen with mtime 1746756099.4029455
DEBUG 2025-06-05 20:06:09,737 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\_itertools.py first seen with mtime 1696831135.645168
DEBUG 2025-06-05 20:06:09,737 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\colorama\__init__.py first seen with mtime 1746756099.3337257
DEBUG 2025-06-05 20:06:09,737 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\conf\global_settings.py first seen with mtime 1744117395.1486611
DEBUG 2025-06-05 20:06:09,737 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\admin\helpers.py first seen with mtime 1744117395.5384722
DEBUG 2025-06-05 20:06:09,744 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\urls\conf.py first seen with mtime 1744117398.772028
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\views\decorators\http.py first seen with mtime 1744117398.8267064
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\sessions\middleware.py first seen with mtime 1744117398.0116935
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\tzdata\zoneinfo\America\Indiana\__init__.py first seen with mtime 1744117393.6323507
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\re\_casefix.py first seen with mtime 1696831136.4180813
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\cache\backends\__init__.py first seen with mtime 1744117398.470366
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\signals.py first seen with mtime 1744117398.4658453
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\email\quoprimime.py first seen with mtime 1696831134.2370167
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\kombu\messaging.py first seen with mtime 1746756100.3367248
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1744117394.0255544
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\kombu\utils\__init__.py first seen with mtime 1746756100.3916202
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\files\storage\memory.py first seen with mtime 1744117398.500132
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\management\commands\runserver.py first seen with mtime 1744117398.5292335
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\apps.py first seen with mtime 1747433460.2409742
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\psycopg2\_psycopg.cp311-win_amd64.pyd first seen with mtime 1744117954.0294847
DEBUG 2025-06-05 20:06:09,745 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\timezone_field\backends\base.py first seen with mtime 1746895876.387165
